ASCII SAMPLE CYCLES :			21082026  zz20 monoliths 1st.mdc
DATE :	21/08/2026	TIME :	12:05:33
CONVERTED CYCLES :			9750
Number of stored cycles			9750
Printed start cycle			1
Printed end cycle			9750
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	14.13	min:	1.68131E-010	max:	3.40415E-010	
'0/1'	16.13	min:	-5.87995E-013	max:	9.41275E-011	
'0/2'	18.16	min:	2.43818E-012	max:	2.42057E-011	
'0/3'	28.19	min:	2.87695E-009	max:	4.88846E-009	
'0/4'	32.22	min:	-6.73765E-013	max:	1.83888E-013	
'0/5'	40.22	min:	-8.66422E-013	max:	-5.88922E-013	
'0/6'	44.28	min:	-9.21663E-013	max:	1.14578E-009	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'0/6'	
153	21/08/2026	12:07:35:43	122.43	2.17399E-010	5.8236E-011	3.27494E-012	3.49034E-009	-6.19165E-013	-7.79113E-013	7.28654E-010	
154	21/08/2026	12:07:36:23	123.23	2.17291E-010	5.82749E-011	3.20802E-012	3.49135E-009	-6.06243E-013	-7.64653E-013	7.28914E-010	
155	21/08/2026	12:07:37:03	124.03	2.17349E-010	5.82342E-011	3.21378E-012	3.49081E-009	-6.02603E-013	-8.01171E-013	7.28821E-010	
156	21/08/2026	12:07:37:84	124.849	2.17477E-010	5.82416E-011	3.20547E-012	3.49058E-009	-6.24143E-013	-8.04323E-013	7.28877E-010	
157	21/08/2026	12:07:38:64	125.649	2.17393E-010	5.82182E-011	3.22267E-012	3.49058E-009	-6.15616E-013	-7.77259E-013	7.28951E-010	
158	21/08/2026	12:07:39:45	126.459	2.17373E-010	5.82768E-011	3.18488E-012	3.49016E-009	-6.22987E-013	-7.81708E-013	7.29118E-010	
159	21/08/2026	12:07:40:25	127.259	2.17384E-010	5.82397E-011	3.18054E-012	3.49167E-009	-6.25626E-013	-7.67063E-013	7.29007E-010	
160	21/08/2026	12:07:41:06	128.069	2.17403E-010	5.82601E-011	3.19227E-012	3.49222E-009	-5.74029E-013	-7.99688E-013	7.2956E-010	
161	21/08/2026	12:07:41:87	128.879	2.17312E-010	5.82805E-011	3.14426E-012	3.49257E-009	-6.21531E-013	-8.05806E-013	7.29377E-010	
162	21/08/2026	12:07:42:67	129.679	2.17425E-010	5.82342E-011	3.1563E-012	3.49262E-009	-5.97449E-013	-7.73181E-013	7.29489E-010	
163	21/08/2026	12:07:43:47	130.478	2.17463E-010	5.82305E-011	3.16316E-012	3.4924E-009	-6.24079E-013	-7.59834E-013	7.29409E-010	
164	21/08/2026	12:07:44:28	131.288	2.17606E-010	5.82545E-011	3.1335E-012	3.49277E-009	-6.09128E-013	-8.08957E-013	7.29359E-010	
165	21/08/2026	12:07:45:09	132.098	2.17569E-010	5.82583E-011	3.1222E-012	3.49314E-009	-6.11339E-013	-7.88752E-013	7.29637E-010	
166	21/08/2026	12:07:45:90	132.908	2.17736E-010	5.82928E-011	3.10755E-012	3.49349E-009	-5.76688E-013	-7.91347E-013	7.29507E-010	
167	21/08/2026	12:07:46:70	133.708	2.17514E-010	5.82224E-011	3.1183E-012	3.49331E-009	-6.13206E-013	-7.37219E-013	7.29711E-010	
168	21/08/2026	12:07:47:50	134.508	2.17519E-010	5.82768E-011	3.11219E-012	3.49313E-009	-6.18767E-013	-8.19152E-013	7.29767E-010	
169	21/08/2026	12:07:48:31	135.318	2.17606E-010	5.82972E-011	3.09857E-012	3.49349E-009	-6.15525E-013	-7.77815E-013	7.29934E-010	
170	21/08/2026	12:07:49:11	136.118	2.17569E-010	5.83454E-011	3.11122E-012	3.49299E-009	-6.04308E-013	-7.65766E-013	7.3024E-010	
171	21/08/2026	12:07:49:92	136.927	2.17532E-010	5.82972E-011	3.09068E-012	3.49386E-009	-6.10425E-013	-7.70956E-013	7.30212E-010	
172	21/08/2026	12:07:50:72	137.727	2.17644E-010	5.83083E-011	3.05475E-012	3.49405E-009	-5.85586E-013	-7.5798E-013	7.30119E-010	
173	21/08/2026	12:07:51:52	138.527	2.17569E-010	5.82861E-011	3.08549E-012	3.49385E-009	-6.38972E-013	-7.76517E-013	7.30045E-010	
174	21/08/2026	12:07:52:32	139.327	2.17588E-010	5.83324E-011	3.0512E-012	3.49479E-009	-6.42494E-013	-8.11738E-013	7.3036E-010	
175	21/08/2026	12:07:53:12	140.127	2.17662E-010	5.82677E-011	3.05154E-012	3.49368E-009	-5.95687E-013	-7.69844E-013	7.30082E-010	
176	21/08/2026	12:07:53:92	140.927	2.17681E-010	5.83432E-011	3.0829E-012	3.49439E-009	-6.36637E-013	-7.85044E-013	7.30353E-010	
177	21/08/2026	12:07:54:72	141.727	2.17514E-010	5.83009E-011	3.03229E-012	3.49349E-009	-6.28221E-013	-7.94684E-013	7.30453E-010	
178	21/08/2026	12:07:55:52	142.527	2.17755E-010	5.82768E-011	3.02543E-012	3.49442E-009	-6.25255E-013	-7.59278E-013	7.30694E-010	
179	21/08/2026	12:07:56:32	143.326	2.17681E-010	5.82898E-011	3.0423E-012	3.49442E-009	-6.0542E-013	-8.10255E-013	7.30897E-010	
180	21/08/2026	12:07:57:13	144.136	2.17588E-010	5.82885E-011	3.01487E-012	3.49457E-009	-6.46572E-013	-7.80039E-013	7.30527E-010	
181	21/08/2026	12:07:57:93	144.936	2.17644E-010	5.8312E-011	3.03897E-012	3.49461E-009	-6.08015E-013	-7.84488E-013	7.30916E-010	
182	21/08/2026	12:07:58:73	145.736	2.17773E-010	5.82787E-011	3.03655E-012	3.49664E-009	-6.48467E-013	-7.58722E-013	7.3075E-010	
183	21/08/2026	12:07:59:53	146.536	2.17825E-010	5.83028E-011	3.01857E-012	3.49498E-009	-5.93557E-013	-7.61489E-013	7.30731E-010	
184	21/08/2026	12:08:00:33	147.336	2.17763E-010	5.82809E-011	2.98502E-012	3.49586E-009	-6.27479E-013	-7.72068E-013	7.30898E-010	
185	21/08/2026	12:08:01:13	148.136	2.17922E-010	5.83206E-011	2.9967E-012	3.49622E-009	-6.2025E-013	-7.76147E-013	7.30882E-010	
186	21/08/2026	12:08:01:93	148.935	2.1781E-010	5.83157E-011	3.03605E-012	3.49664E-009	-6.23957E-013	-8.20079E-013	7.30916E-010	
187	21/08/2026	12:08:02:73	149.735	2.17829E-010	5.83402E-011	2.98034E-012	3.49609E-009	-5.93742E-013	-8.09884E-013	7.31064E-010	
188	21/08/2026	12:08:03:53	150.535	2.17959E-010	5.82972E-011	2.99781E-012	3.49746E-009	-6.14069E-013	-7.53531E-013	7.31033E-010	
189	21/08/2026	12:08:04:34	151.345	2.17847E-010	5.83083E-011	2.94795E-012	3.4985E-009	-6.00415E-013	-7.97093E-013	7.31033E-010	
190	21/08/2026	12:08:05:14	152.145	2.17773E-010	5.83899E-011	2.97014E-012	3.49831E-009	-6.00965E-013	-7.71698E-013	7.31287E-010	
191	21/08/2026	12:08:05:95	152.955	2.17885E-010	5.83213E-011	2.98002E-012	3.49943E-009	-6.31001E-013	-7.86157E-013	7.31546E-010	
192	21/08/2026	12:08:06:76	153.765	2.1781E-010	5.8353E-011	2.96463E-012	3.49914E-009	-6.1024E-013	-7.82634E-013	7.31361E-010	
193	21/08/2026	12:08:07:57	154.575	2.17922E-010	5.83287E-011	2.96686E-012	3.50023E-009	-5.85215E-013	-7.83005E-013	7.31602E-010	
194	21/08/2026	12:08:08:38	155.384	2.18018E-010	5.83511E-011	2.95786E-012	3.49961E-009	-6.07645E-013	-7.71883E-013	7.31602E-010	
195	21/08/2026	12:08:09:19	156.194	2.18033E-010	5.83621E-011	2.93868E-012	3.49905E-009	-6.27901E-013	-7.71142E-013	7.31565E-010	
196	21/08/2026	12:08:09:99	156.994	2.17959E-010	5.8325E-011	2.96296E-012	3.50041E-009	-6.08942E-013	-7.98947E-013	7.3201E-010	
197	21/08/2026	12:08:10:80	157.804	2.17922E-010	5.83509E-011	2.94517E-012	3.49954E-009	-6.10247E-013	-7.83747E-013	7.32065E-010	
198	21/08/2026	12:08:11:60	158.604	2.1807E-010	5.83157E-011	2.96148E-012	3.49943E-009	-6.15059E-013	-7.61873E-013	7.3201E-010	
199	21/08/2026	12:08:12:40	159.404	2.1807E-010	5.83509E-011	2.94517E-012	3.50064E-009	-6.11908E-013	-7.76332E-013	7.31958E-010	
200	21/08/2026	12:08:13:20	160.204	2.17959E-010	5.83676E-011	2.93627E-012	3.50091E-009	-6.25899E-013	-7.50569E-013	7.31973E-010	
201	21/08/2026	12:08:14:00	161.003	2.17977E-010	5.8388E-011	2.90989E-012	3.50175E-009	-6.21548E-013	-7.9802E-013	7.32214E-010	
202	21/08/2026	12:08:14:80	161.803	2.18163E-010	5.83732E-011	2.90661E-012	3.50041E-009	-6.17469E-013	-7.97093E-013	7.31954E-010	
203	21/08/2026	12:08:15:61	162.613	2.18022E-010	5.84037E-011	2.88968E-012	3.50136E-009	-6.16071E-013	-7.92459E-013	7.31936E-010	
204	21/08/2026	12:08:16:42	163.423	2.18014E-010	5.8388E-011	2.93898E-012	3.50184E-009	-6.17527E-013	-7.77815E-013	7.32053E-010	
205	21/08/2026	12:08:17:22	164.223	2.17922E-010	5.83825E-011	2.93108E-012	3.50172E-009	-6.50095E-013	-7.79483E-013	7.31991E-010	
206	21/08/2026	12:08:18:02	165.023	2.18091E-010	5.83954E-011	2.85897E-012	3.50279E-009	-6.01713E-013	-7.50009E-013	7.32325E-010	
207	21/08/2026	12:08:18:82	165.823	2.18014E-010	5.84047E-011	2.88882E-012	3.50225E-009	-5.854E-013	-7.57121E-013	7.32214E-010	
208	21/08/2026	12:08:19:63	166.633	2.182E-010	5.83472E-011	2.89346E-012	3.50295E-009	-6.37489E-013	-7.93386E-013	7.32418E-010	
209	21/08/2026	12:08:20:43	167.432	2.17996E-010	5.83472E-011	2.87722E-012	3.50261E-009	-5.67841E-013	-7.44819E-013	7.32455E-010	
210	21/08/2026	12:08:21:23	168.232	2.18144E-010	5.83565E-011	2.8738E-012	3.50225E-009	-6.14318E-013	-7.95796E-013	7.32449E-010	
211	21/08/2026	12:08:22:03	169.032	2.18126E-010	5.83991E-011	2.85436E-012	3.5021E-009	-6.42124E-013	-7.61873E-013	7.32751E-010	
212	21/08/2026	12:08:22:84	169.842	2.17959E-010	5.8415E-011	2.85137E-012	3.50284E-009	-5.83176E-013	-7.74849E-013	7.32544E-010	
213	21/08/2026	12:08:23:65	170.652	2.18107E-010	5.83825E-011	2.82547E-012	3.50258E-009	-6.13577E-013	-8.10811E-013	7.32992E-010	
214	21/08/2026	12:08:24:45	171.452	2.18073E-010	5.8427E-011	2.87361E-012	3.50298E-009	-6.16172E-013	-7.8928E-013	7.33066E-010	
215	21/08/2026	12:08:25:26	172.262	2.18111E-010	5.83936E-011	2.85474E-012	3.50367E-009	-5.72053E-013	-7.53346E-013	7.33103E-010	
216	21/08/2026	12:08:26:07	173.072	2.18144E-010	5.83867E-011	2.85229E-012	3.5035E-009	-6.23533E-013	-7.82078E-013	7.32937E-010	
217	21/08/2026	12:08:26:88	173.881	2.182E-010	5.83893E-011	2.86324E-012	3.50405E-009	-6.19508E-013	-8.03211E-013	7.32881E-010	
218	21/08/2026	12:08:27:69	174.691	2.18218E-010	5.84028E-011	2.83506E-012	3.50334E-009	-5.92444E-013	-7.91347E-013	7.33092E-010	
219	21/08/2026	12:08:28:50	175.501	2.18292E-010	5.84158E-011	2.85174E-012	3.50483E-009	-6.30267E-013	-7.91162E-013	7.32992E-010	
220	21/08/2026	12:08:29:30	176.301	2.18182E-010	5.84399E-011	2.86116E-012	3.50423E-009	-6.38601E-013	-7.67805E-013	7.33085E-010	
221	21/08/2026	12:08:30:10	177.101	2.18218E-010	5.83899E-011	2.85211E-012	3.50441E-009	-6.18396E-013	-8.16928E-013	7.33048E-010	
222	21/08/2026	12:08:30:91	177.911	2.18274E-010	5.84066E-011	2.81671E-012	3.5035E-009	-6.52289E-013	-8.12813E-013	7.33196E-010	
223	21/08/2026	12:08:31:72	178.721	2.18385E-010	5.84269E-011	2.79487E-012	3.50445E-009	-6.13947E-013	-8.09513E-013	7.33215E-010	
224	21/08/2026	12:08:32:53	179.531	2.18311E-010	5.83806E-011	2.85712E-012	3.50517E-009	-6.35636E-013	-7.91347E-013	7.33205E-010	
225	21/08/2026	12:08:33:33	180.33	2.18237E-010	5.84585E-011	2.79446E-012	3.50499E-009	-5.92229E-013	-7.80039E-013	7.33548E-010	
226	21/08/2026	12:08:34:13	181.13	2.18183E-010	5.83509E-011	2.82783E-012	3.50499E-009	-6.04679E-013	-8.15445E-013	7.33456E-010	
227	21/08/2026	12:08:34:93	181.93	2.18218E-010	5.84418E-011	2.79506E-012	3.50441E-009	-5.94669E-013	-8.01542E-013	7.33659E-010	
228	21/08/2026	12:08:35:73	182.73	2.18181E-010	5.84307E-011	2.80696E-012	3.5048E-009	-6.18437E-013	-7.61317E-013	7.33567E-010	
229	21/08/2026	12:08:36:53	183.53	2.18361E-010	5.84177E-011	2.79483E-012	3.50426E-009	-6.05333E-013	-7.62058E-013	7.33437E-010	
230	21/08/2026	12:08:37:35	184.35	2.18324E-010	5.84158E-011	2.7978E-012	3.50573E-009	-6.08063E-013	-7.75034E-013	7.33789E-010	
231	21/08/2026	12:08:38:16	185.16	2.18441E-010	5.84195E-011	2.80261E-012	3.50634E-009	-5.89108E-013	-7.56497E-013	7.33789E-010	
232	21/08/2026	12:08:38:96	185.969	2.18324E-010	5.8382E-011	2.78883E-012	3.50554E-009	-6.28265E-013	-7.8041E-013	7.33659E-010	
233	21/08/2026	12:08:39:77	186.779	2.18274E-010	5.84733E-011	2.77759E-012	3.50615E-009	-5.91332E-013	-7.704E-013	7.33659E-010	
234	21/08/2026	12:08:40:58	187.589	2.18329E-010	5.84566E-011	2.77407E-012	3.50832E-009	-6.3304E-013	-7.62244E-013	7.34086E-010	
235	21/08/2026	12:08:41:39	188.399	2.18302E-010	5.84306E-011	2.79669E-012	3.50647E-009	-5.81322E-013	-7.44448E-013	7.34049E-010	
236	21/08/2026	12:08:42:19	189.199	2.18285E-010	5.84881E-011	2.7674E-012	3.50703E-009	-6.0542E-013	-7.68361E-013	7.33956E-010	
237	21/08/2026	12:08:43:00	190.009	2.18404E-010	5.84221E-011	2.78146E-012	3.50777E-009	-6.35181E-013	-7.76888E-013	7.34123E-010	
238	21/08/2026	12:08:43:80	190.809	2.18385E-010	5.84585E-011	2.76406E-012	3.50814E-009	-6.03937E-013	-7.90049E-013	7.34197E-010	
239	21/08/2026	12:08:44:61	191.618	2.18478E-010	5.84677E-011	2.80242E-012	3.5074E-009	-6.08757E-013	-7.89493E-013	7.33904E-010	
240	21/08/2026	12:08:45:42	192.428	2.18404E-010	5.84288E-011	2.79224E-012	3.50906E-009	-5.88922E-013	-8.17484E-013	7.34055E-010	
241	21/08/2026	12:08:46:22	193.228	2.18441E-010	5.84066E-011	2.80558E-012	3.50896E-009	-5.90405E-013	-7.61132E-013	7.34512E-010	
242	21/08/2026	12:08:47:02	194.028	2.18367E-010	5.8464E-011	2.75053E-012	3.50851E-009	-6.11157E-013	-8.03211E-013	7.34197E-010	
243	21/08/2026	12:08:47:83	194.838	2.18422E-010	5.83954E-011	2.75609E-012	3.50804E-009	-5.93556E-013	-8.08957E-013	7.34234E-010	
244	21/08/2026	12:08:48:64	195.648	2.18348E-010	5.84343E-011	2.74793E-012	3.50925E-009	-6.00971E-013	-7.98391E-013	7.34382E-010	
245	21/08/2026	12:08:49:44	196.448	2.18366E-010	5.84844E-011	2.75143E-012	3.50842E-009	-6.09337E-013	-7.80595E-013	7.34697E-010	
246	21/08/2026	12:08:50:25	197.258	2.18422E-010	5.84955E-011	2.70789E-012	3.50777E-009	-6.36933E-013	-7.64468E-013	7.35031E-010	
247	21/08/2026	12:08:51:06	198.067	2.18478E-010	5.85345E-011	2.77032E-012	3.51073E-009	-5.99145E-013	-7.91155E-013	7.34809E-010	
248	21/08/2026	12:08:51:87	198.877	2.18496E-010	5.85094E-011	2.76035E-012	3.51133E-009	-6.12279E-013	-8.03767E-013	7.34809E-010	
249	21/08/2026	12:08:52:67	199.677	2.18459E-010	5.84755E-011	2.76239E-012	3.5111E-009	-6.02084E-013	-7.68917E-013	7.34623E-010	
250	21/08/2026	12:08:53:47	200.477	2.18515E-010	5.84918E-011	2.74089E-012	3.51073E-009	-5.95225E-013	-7.51863E-013	7.34549E-010	
251	21/08/2026	12:08:54:28	201.287	2.1857E-010	5.84622E-011	2.75993E-012	3.5106E-009	-6.21918E-013	-7.87515E-013	7.34698E-010	
252	21/08/2026	12:08:55:08	202.087	2.18459E-010	5.84566E-011	2.76888E-012	3.50994E-009	-6.15245E-013	-7.78186E-013	7.34901E-010	
253	21/08/2026	12:08:55:89	202.897	2.1852E-010	5.85011E-011	2.76072E-012	3.51203E-009	-6.14797E-013	-7.99503E-013	7.34971E-010	
254	21/08/2026	12:08:56:69	203.696	2.18496E-010	5.84881E-011	2.70808E-012	3.51047E-009	-6.1543E-013	-7.70771E-013	7.35112E-010	
255	21/08/2026	12:08:57:49	204.496	2.18422E-010	5.84288E-011	2.74089E-012	3.51073E-009	-6.2266E-013	-7.92274E-013	7.34809E-010	
256	21/08/2026	12:08:58:30	205.306	2.18608E-010	5.8464E-011	2.72198E-012	3.51073E-009	-5.89863E-013	-7.81152E-013	7.3492E-010	
257	21/08/2026	12:08:59:10	206.106	2.18478E-010	5.84839E-011	2.7407E-012	3.50999E-009	-5.85859E-013	-7.94684E-013	7.34827E-010	
258	21/08/2026	12:08:59:91	206.916	2.18615E-010	5.84863E-011	2.7192E-012	3.51166E-009	-6.09701E-013	-7.80595E-013	7.35291E-010	
259	21/08/2026	12:09:00:71	207.716	2.18552E-010	5.84492E-011	2.7483E-012	3.51166E-009	-5.78171E-013	-7.55385E-013	7.35037E-010	
260	21/08/2026	12:09:01:52	208.526	2.1871E-010	5.84974E-011	2.72699E-012	3.51176E-009	-6.06347E-013	-8.22118E-013	7.35309E-010	
261	21/08/2026	12:09:02:33	209.336	2.18496E-010	5.84974E-011	2.68438E-012	3.51185E-009	-5.98417E-013	-7.98576E-013	7.35198E-010	
262	21/08/2026	12:09:03:14	210.145	2.18626E-010	5.84974E-011	2.68079E-012	3.51208E-009	-5.97635E-013	-8.02655E-013	7.35377E-010	
263	21/08/2026	12:09:03:94	210.945	2.18589E-010	5.8493E-011	2.69723E-012	3.51224E-009	-5.79654E-013	-7.8282E-013	7.35309E-010	
264	21/08/2026	12:09:04:74	211.745	2.18607E-010	5.84955E-011	2.71605E-012	3.51166E-009	-5.94298E-013	-7.87269E-013	7.3492E-010	
265	21/08/2026	12:09:05:54	212.545	2.18645E-010	5.84455E-011	2.68009E-012	3.51137E-009	-6.41733E-013	-7.79669E-013	7.35013E-010	
266	21/08/2026	12:09:06:34	213.345	2.18478E-010	5.84455E-011	2.71104E-012	3.51151E-009	-6.36933E-013	-7.93386E-013	7.35075E-010	
267	21/08/2026	12:09:07:14	214.145	2.18737E-010	5.85196E-011	2.69028E-012	3.51166E-009	-5.98562E-013	-8.11367E-013	7.35309E-010	
268	21/08/2026	12:09:07:95	214.955	2.18626E-010	5.85104E-011	2.70511E-012	3.51264E-009	-6.36273E-013	-7.96352E-013	7.35309E-010	
269	21/08/2026	12:09:08:76	215.765	2.1869E-010	5.85456E-011	2.69621E-012	3.51231E-009	-6.22845E-013	-7.50195E-013	7.35439E-010	
270	21/08/2026	12:09:09:56	216.564	2.18645E-010	5.84789E-011	2.70623E-012	3.51242E-009	-6.14318E-013	-7.63171E-013	7.35471E-010	
271	21/08/2026	12:09:10:37	217.374	2.18607E-010	5.85548E-011	2.67712E-012	3.5128E-009	-5.94669E-013	-7.68361E-013	7.35902E-010	
272	21/08/2026	12:09:11:18	218.184	2.18626E-010	5.85382E-011	2.70604E-012	3.51277E-009	-6.08015E-013	-7.2276E-013	7.36032E-010	
273	21/08/2026	12:09:11:99	218.994	2.18737E-010	5.85233E-011	2.69515E-012	3.51279E-009	-5.86698E-013	-7.71883E-013	7.35625E-010	
274	21/08/2026	12:09:12:81	219.814	2.1869E-010	5.85085E-011	2.70697E-012	3.51351E-009	-6.27479E-013	-7.93942E-013	7.35736E-010	
275	21/08/2026	12:09:13:62	220.624	2.18719E-010	5.85326E-011	2.66229E-012	3.51369E-009	-6.01342E-013	-7.84117E-013	7.35699E-010	
276	21/08/2026	12:09:14:43	221.434	2.18923E-010	5.8503E-011	2.67638E-012	3.51299E-009	-5.702E-013	-7.69844E-013	7.35847E-010	
277	21/08/2026	12:09:15:24	222.244	2.18737E-010	5.85549E-011	2.68136E-012	3.51405E-009	-6.14433E-013	-7.69288E-013	7.36125E-010	
278	21/08/2026	12:09:16:04	223.043	2.18867E-010	5.85919E-011	2.6786E-012	3.5137E-009	-5.93685E-013	-7.71142E-013	7.36385E-010	
279	21/08/2026	12:09:16:85	223.853	2.18811E-010	5.85567E-011	2.70604E-012	3.51426E-009	-6.24884E-013	-7.78371E-013	7.35995E-010	
280	21/08/2026	12:09:17:65	224.653	2.18737E-010	5.85661E-011	2.64394E-012	3.51463E-009	-6.33967E-013	-7.67249E-013	7.35884E-010	
281	21/08/2026	12:09:18:45	225.453	2.18855E-010	5.85382E-011	2.67879E-012	3.51351E-009	-5.96708E-013	-7.7559E-013	7.36014E-010	
282	21/08/2026	12:09:19:26	226.263	2.18774E-010	5.85864E-011	2.63671E-012	3.51446E-009	-6.11538E-013	-8.10625E-013	7.35865E-010	
283	21/08/2026	12:09:20:06	227.063	2.18811E-010	5.85476E-011	2.67212E-012	3.51333E-009	-6.19138E-013	-7.60946E-013	7.35865E-010	
284	21/08/2026	12:09:20:86	227.863	2.18811E-010	5.84992E-011	2.63412E-012	3.51369E-009	-5.93503E-013	-7.45291E-013	7.36069E-010	
285	21/08/2026	12:09:21:67	228.672	2.18819E-010	5.85493E-011	2.64691E-012	3.51408E-009	-6.16543E-013	-7.75961E-013	7.36088E-010	
286	21/08/2026	12:09:22:47	229.472	2.18923E-010	5.85604E-011	2.65098E-012	3.51403E-009	-5.7261E-013	-8.02501E-013	7.36329E-010	
287	21/08/2026	12:09:23:27	230.272	2.187E-010	5.85771E-011	2.66285E-012	3.51416E-009	-6.08386E-013	-7.7522E-013	7.36208E-010	
288	21/08/2026	12:09:24:08	231.082	2.18867E-010	5.85326E-011	2.6938E-012	3.51406E-009	-5.84103E-013	-7.99132E-013	7.36385E-010	
289	21/08/2026	12:09:24:88	231.882	2.18793E-010	5.86216E-011	2.66002E-012	3.51408E-009	-5.77244E-013	-8.05064E-013	7.36588E-010	
290	21/08/2026	12:09:25:69	232.692	2.18886E-010	5.85437E-011	2.65488E-012	3.51463E-009	-6.0542E-013	-7.8282E-013	7.3657E-010	
291	21/08/2026	12:09:26:49	233.492	2.18867E-010	5.85827E-011	2.6812E-012	3.51424E-009	-6.25535E-013	-7.85971E-013	7.36422E-010	
292	21/08/2026	12:09:27:30	234.301	2.18848E-010	5.85345E-011	2.6495E-012	3.51481E-009	-6.29889E-013	-7.78E-013	7.36625E-010	
293	21/08/2026	12:09:28:11	235.111	2.19001E-010	5.85019E-011	2.65265E-012	3.51555E-009	-6.06903E-013	-7.89679E-013	7.36496E-010	
294	21/08/2026	12:09:28:92	235.921	2.1896E-010	5.85397E-011	2.63931E-012	3.51715E-009	-6.2785E-013	-7.81151E-013	7.36623E-010	
295	21/08/2026	12:09:29:73	236.731	2.19071E-010	5.85678E-011	2.66285E-012	3.51578E-009	-6.11703E-013	-7.55756E-013	7.3644E-010	
296	21/08/2026	12:09:30:53	237.531	2.19055E-010	5.8566E-011	2.62893E-012	3.51584E-009	-6.14503E-013	-8.13777E-013	7.36644E-010	
297	21/08/2026	12:09:31:33	238.331	2.18997E-010	5.86068E-011	2.6419E-012	3.5157E-009	-6.37547E-013	-7.86527E-013	7.36586E-010	
298	21/08/2026	12:09:32:13	239.131	2.19071E-010	5.8564E-011	2.61002E-012	3.51497E-009	-5.9782E-013	-7.70225E-013	7.367E-010	
299	21/08/2026	12:09:32:94	239.941	2.18997E-010	5.86059E-011	2.64894E-012	3.51597E-009	-6.13341E-013	-7.88752E-013	7.36996E-010	
300	21/08/2026	12:09:33:75	240.75	2.18904E-010	5.8566E-011	2.63764E-012	3.51643E-009	-5.97507E-013	-7.77073E-013	7.36588E-010	
301	21/08/2026	12:09:34:56	241.56	2.18946E-010	5.85869E-011	2.61502E-012	3.51722E-009	-6.13159E-013	-8.02469E-013	7.36846E-010	
302	21/08/2026	12:09:35:36	242.36	2.19034E-010	5.85178E-011	2.62281E-012	3.51648E-009	-6.3304E-013	-7.80039E-013	7.36829E-010	
303	21/08/2026	12:09:36:17	243.17	2.19052E-010	5.85771E-011	2.63467E-012	3.51691E-009	-6.15245E-013	-7.39814E-013	7.36718E-010	
304	21/08/2026	12:09:36:97	243.97	2.19052E-010	5.86012E-011	2.63745E-012	3.51629E-009	-6.25255E-013	-8.1285E-013	7.37089E-010	
305	21/08/2026	12:09:37:77	244.77	2.18923E-010	5.86309E-011	2.61465E-012	3.51515E-009	-6.06243E-013	-7.62058E-013	7.3733E-010	
306	21/08/2026	12:09:38:58	245.58	2.18933E-010	5.86272E-011	2.5811E-012	3.51752E-009	-6.19893E-013	-7.78556E-013	7.37293E-010	
307	21/08/2026	12:09:39:37	246.379	2.18941E-010	5.85264E-011	2.5976E-012	3.51778E-009	-6.32299E-013	-7.80595E-013	7.37145E-010	
308	21/08/2026	12:09:40:18	247.189	2.19146E-010	5.85641E-011	2.60093E-012	3.51592E-009	-6.08972E-013	-7.67434E-013	7.37052E-010	
309	21/08/2026	12:09:40:98	247.989	2.1911E-010	5.85734E-011	2.64487E-012	3.51778E-009	-6.05791E-013	-8.04323E-013	7.37293E-010	
310	21/08/2026	12:09:41:79	248.799	2.19108E-010	5.85734E-011	2.63894E-012	3.51889E-009	-6.51021E-013	-7.9561E-013	7.37052E-010	
311	21/08/2026	12:09:42:59	249.599	2.19052E-010	5.85474E-011	2.61391E-012	3.51796E-009	-6.38601E-013	-7.69133E-013	7.3719E-010	
312	21/08/2026	12:09:43:39	250.399	2.19071E-010	5.8579E-011	2.60149E-012	3.51926E-009	-6.11339E-013	-7.9042E-013	7.37144E-010	
313	21/08/2026	12:09:44:20	251.209	2.19146E-010	5.86197E-011	2.5976E-012	3.51945E-009	-6.13577E-013	-7.8282E-013	7.37385E-010	
314	21/08/2026	12:09:45:00	252.009	2.19034E-010	5.85771E-011	2.60909E-012	3.5187E-009	-6.05791E-013	-7.98947E-013	7.37209E-010	
315	21/08/2026	12:09:45:81	252.818	2.19201E-010	5.8553E-011	2.61094E-012	3.51796E-009	-6.15525E-013	-8.23369E-013	7.372E-010	
316	21/08/2026	12:09:46:61	253.618	2.19128E-010	5.85901E-011	2.6178E-012	3.51852E-009	-6.07335E-013	-8.20635E-013	7.37322E-010	
317	21/08/2026	12:09:47:42	254.428	2.19275E-010	5.86068E-011	2.61595E-012	3.51833E-009	-6.0264E-013	-7.6521E-013	7.3741E-010	
318	21/08/2026	12:09:48:22	255.228	2.19145E-010	5.86058E-011	2.55811E-012	3.51907E-009	-6.08063E-013	-7.85786E-013	7.37219E-010	
319	21/08/2026	12:09:49:02	256.028	2.19164E-010	5.85475E-011	2.61057E-012	3.51945E-009	-6.21548E-013	-7.52419E-013	7.37552E-010	
320	21/08/2026	12:09:49:83	256.838	2.19219E-010	5.86401E-011	2.57559E-012	3.51778E-009	-5.99327E-013	-7.8041E-013	7.37367E-010	
321	21/08/2026	12:09:50:64	257.648	2.19089E-010	5.86364E-011	2.59389E-012	3.51963E-009	-6.00786E-013	-8.11552E-013	7.37589E-010	
